,1,2,3,4,5,6,7,8,9
0,0,9.182822997,25.54081236,15.04647318,9.588013844,9.173649976,16.20213646,7.401752001,10.88619311
1,9.182822997,0,26.72380404,14.71752526,9.760137305,2.17135177,7.150587312,11.19917486,5.670820069
2,25.54081236,26.72380404,0,12.0149435,17.29369735,28.71584111,27.98407442,18.15363011,21.41937503
3,15.04647318,14.71752526,12.0149435,0,5.678465972,16.73725909,16.51391147,8.073634591,9.446714616
4,9.588013844,9.760137305,17.29369735,5.678465972,0,11.58148594,13.476954,3.840777066,5.650848546
5,9.173649976,2.17135177,28.71584111,16.73725909,11.58148594,0,8.204903242,12.54547957,7.83379777
6,16.20213646,7.150587312,27.98407442,16.51391147,13.476954,8.204903242,0,16.32952488,7.826320769
7,7.401752001,11.19917486,18.15363011,8.073634591,3.840777066,12.54547957,16.32952488,0,8.714152862
8,10.88619311,5.670820069,21.41937503,9.446714616,5.650848546,7.83379777,7.826320769,8.714152862,0
